egs-序号,egs-考点,egs-分值,egs-时间限制,egs-填空题输入大小,egs-题型,egs-试卷类别,egs-基本题型,egs-选项与解析,egs-是否依赖上级父题目,egs-子题目是否可以随机出现,egs-Directions材料题干,egs-Egs对应标签题型,egs-标题
"","","","","","Multiple Choice","大学英语四级","选择题","0--have told &&0--be told &&0--being told &&1--having told","0","2","<br />The man in the corner confessed to ________ a lie to the manager of the company.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--for whom everyone has confidence &&1--in whom everyone has confidence&&0--who everyone has confidence of &&0--whom everyone has confidence on","0","2","<br />We need a chairman ________.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--of&&0--in&&0--with&&0--to","0","2","<br />Edward is certainly confident ________ his future success.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--confront &&0--comply &&1--conform &&0--confirm","0","2","<br />A good citizen is expected to ________ to the law of his country.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--restricted &&0--controlled &&0--restrained &&1--confined","0","2","<p>The captive was ________ in a dungeon.<br />&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--entitles &&0--grants&&0--presents&&0--promises","0","2","<p>A season ticket _______the holder to make as many journeys as he wishes&nbsp;within the stated period of time.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--when &&1--while&&0--instead&&0--therefore","0","2","<p>Female socialization places importance on getting along with others, ________ male socialization places importance on becoming independent.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--barrier&&0--position&&0--distance&&1--range","0","2","<p>The age ________ of the study population will greatly influence the&nbsp;final result.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--sight&&0--look&&0--impression&&1--view","0","2","<p>Edwina's office faced south and had a(n) ________ of the lake.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--reacted&&0--hold &&0--noticed&&1--absorbed","0","2","<p>The movement and noise of the machines ________ him completely.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--function&&0--situation&&0--manner&&1--state","0","2","<p>Given the general ________ of his health, it may take him a while to&nbsp;recover from the operation.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--consistent&&0--obvious&&0--interested&&0--huge","0","2","<p>To secure our future, we need a(n) ________ economic strategy.&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语六级","选择题","0--Before a mile or so when&&0--For a mile or so after&&0--Further than a mile or so&&1--A mile or so before ","0","2","<br />______ they reached the center of the city, they stopped the car at a restaurant.<br />","词汇","大学英语六级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--in the belief that &&0--in order that &&0--on the excuse that &&1--on condition that","0","2","<br />We can accept your order ________ payment is made in advance.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--outcome &&1--consequences &&0--endings &&0--results","0","2","<p>The history teacher told us, &quot;Every government that refuses to meet the needs of its people must accept the ______.&quot;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--conservative &&0--confidential &&0--comprehensive &&0--consistent","0","2","<p style=""text-align: justify"">&nbsp;Although Asian countries are generally more _________ in social customs than Western countries, there have been several notable examples of women leaders in both China and India.</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--significant &&1--considerable &&0--enormous &&0--numerous","0","2","<br />Writing is a slow process, requiring _________ thought, time and effort.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--consistent &&0--continuous &&0--considerate &&0--continual","0","2","<br />It is our _________ policy that we will achieve unity through peaceful means.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--concerned &&0--careful &&0--considerable &&1--considerate","0","2","<p><br />It's very _________ of you not to talk aloud while the baby is asleep.<br />&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--unceasingly &&0--gradually &&0--continuously &&1--continually","0","2","<br />Our journey was slow because the train stopped ________ at different villages.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--content &&0--generous &&0--confident &&0--conservative","0","2","<p><br />Young people are not ________ to stand and look at works of art; they want art they can participate in.<br />&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--contends &&0--consents &&0--contexts &&1--contents","0","2","<br />My mother opened the packet and emptied its ________ into saucepan.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--on me &&0--to me &&0--with me &&1--me","0","2","<br />If Henry wants some information, please contact ________.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--swallow &&0--dispose &&1--consume &&0--exhaust","0","2","<br />In Britain people ________ four million tons of potatoes every year.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--seek &&0--inquire &&0--search &&1--consult","0","2","<br />Please ________ dictionaries when you are not sure of word spelling or meaning.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--betrayed &&0--driven &&1--deceived &&0--convinced","0","2","<p><br />&nbsp; The secret agent concealed her real mission, therefore many local people were ________ into thinking that she was a good person.<br />&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--profound &&0--valid &&0--upright &&1--decent","0","2","<p><br />This movie is not ________ for children to see: it contains too much violence and too many love scenes.<br />&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--declined &&0--lessened &&0--descended &&0--slipped","0","2","<br />&nbsp;Last year, the crime rate in Chicago has sharply ________.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--down &&1--on &&0--at &&0--under","0","2","<br />Cotton production has been ________ the decline these years.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--furnished &&1--decorated &&0--supplied &&0--ornamented","0","2","<br />All the streets were ________ with flags to welcome the Chinese delegation.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--virtually &&1--deliberately &&0--literally &&0--appropriately","0","2","<br />I think she hurt my feelings ________ rather than by accident as she claimed.<br />","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--delicate &&0--considerate &&0--precise &&0--sensitive","0","2","<p><br />One of his eyes was injured in an accident, but after a ________ operation, he quickly recovered his sight.<br />&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--tender &&1--delicate &&0--sensible &&0--sensitive","0","2","<p><br />During the process, great care has to be taken to protect the ________ silk from damage.<br />&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--demanded &&0--commanded &&0--required &&0--requested","0","2","<p><br />&nbsp; We know through painful experience that freedom is never voluntarily given by the oppressor; it must be ________ by the oppressed.<br />&nbsp;</p>","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--meaningful &&1--deliberate &&0--innocent &&0--mature","0","2","<br />Mr. Smith was the only witness who said that the fire was ________.<br />","词汇","大学英语四级-词汇-选择题"
